count,mean,median,min,max,std,config,trial,num_exits
80,236.0125,253.5,42,340,74.62765803473937,2 dyer - gjera (40px),26,2
80,231.375,249.0,12,423,93.98781503471608,2 dyer - gjera (40px),27,2
80,240.175,280.5,40,383,93.48312347691427,2 dyer - gjera (40px),28,2
80,241.9875,254.5,24,418,93.61056213777374,2 dyer - gjera (40px),29,2
80,218.75,229.0,16,346,84.58420360800237,3 dyer,0,3
80,206.375,222.0,8,359,83.56634714405075,3 dyer,1,3
80,202.3,198.0,4,333,95.43746643745317,3 dyer,2,3
80,212.0625,243.5,23,328,80.88577497774253,3 dyer,3,3
80,215.475,245.0,52,348,75.31184750754691,3 dyer,4,3
80,221.55,239.5,38,334,66.30476981333997,3 dyer,5,3
80,198.775,200.0,1,347,78.6952944908398,3 dyer,6,3
80,231.2625,269.0,21,342,80.66578328975676,3 dyer,7,3
80,220.075,200.0,27,331,81.72955019452878,3 dyer,8,3
80,220.6625,237.0,28,320,72.89546346481377,3 dyer,9,3
80,191.9125,191.0,1,329,88.2066031754426,3 dyer,10,3
80,195.875,221.0,31,334,75.9730832268903,3 dyer,11,3
80,233.6875,242.0,28,454,95.50779991053086,3 dyer,12,3
80,230.775,251.0,44,331,76.05507461701684,3 dyer,13,3
80,213.725,241.5,22,324,77.07382418824176,3 dyer,14,3
80,213.6125,223.5,11,353,63.80664027944113,3 dyer,15,3
80,209.925,233.5,12,327,76.52283564400891,3 dyer,16,3
80,210.725,228.5,1,334,84.09295080445209,3 dyer,17,3
80,209.875,225.5,7,371,84.58802737385474,3 dyer,18,3
80,220.9125,229.5,27,319,70.94596425273251,3 dyer,19,3
80,228.225,218.5,14,343,59.56802309125258,3 dyer,20,3
80,221.0375,244.5,54,296,60.988819415938856,3 dyer,21,3
80,232.2125,258.0,16,355,85.19267775900695,3 dyer,22,3
80,213.8375,221.0,24,344,81.1891993663566,3 dyer,23,3
80,213.575,224.0,48,373,77.30973014440032,3 dyer,24,3
80,191.55,199.0,34,328,80.97436322688806,3 dyer,25,3
80,219.8625,258.5,40,413,82.45464567718426,3 dyer,26,3
80,217.85,238.5,1,318,82.31131453208604,3 dyer,27,3
80,207.6875,232.5,27,314,70.64658409116467,3 dyer,28,3
80,230.625,218.0,15,367,105.95439761991949,3 dyer,29,3
80,317.175,304.0,52,481,118.47813880627936,1 derë - me pengesë,0,1
80,290.05,295.0,93,469,85.03835899169269,1 derë - me pengesë,1,1
