count,mean,median,min,max,std,config,trial,num_exits
80,132.9,132.5,10,234,53.643405932136716,Mesatare (30px),43,1
80,139.175,143.5,19,242,53.450625580997645,Mesatare (30px),44,1
80,135.6875,135.5,1,225,45.39344494252447,Mesatare (30px),45,1
80,146.25,146.5,46,246,49.98462263536657,Mesatare (30px),46,1
80,144.9625,147.5,33,237,45.49023075067877,Mesatare (30px),47,1
80,140.7375,138.0,35,229,51.34484972954931,Mesatare (30px),48,1
80,135.725,138.0,29,244,49.42898314754209,Mesatare (30px),49,1
80,132.3625,139.5,4,246,46.70793394863446,Mesatare (30px),50,1
80,137.3375,134.5,26,237,47.46233868816412,Mesatare (30px),51,1
80,130.5875,130.0,34,222,50.23039262986106,Mesatare (30px),52,1
80,139.9625,134.5,32,253,53.09506656696082,Mesatare (30px),53,1
80,138.7625,134.0,36,225,43.45464409876118,Mesatare (30px),54,1
80,140.8125,146.5,21,234,50.45148504999629,Mesatare (30px),55,1
80,137.625,145.5,28,226,50.259420758699555,Mesatare (30px),56,1
80,138.2375,140.5,46,240,52.105480457913444,Mesatare (30px),57,1
80,145.65,157.5,2,241,53.27079406203741,Mesatare (30px),58,1
80,144.8125,151.0,23,226,48.2594793149491,Mesatare (30px),59,1
80,137.575,144.0,25,241,50.136756725979,Mesatare (30px),60,1
80,138.55,139.0,46,215,45.359646162641084,Mesatare (30px),61,1
80,146.85,146.5,45,237,45.288271108533166,Mesatare (30px),62,1
80,142.5625,144.0,60,227,41.908186476510764,Mesatare (30px),63,1
80,134.6125,137.5,34,228,43.987922703283004,Mesatare (30px),64,1
80,129.5125,130.0,45,255,47.754841050410796,Mesatare (30px),65,1
80,130.8375,128.5,1,224,44.85516797148351,Mesatare (30px),66,1
80,144.1,148.5,31,227,45.567971207856075,Mesatare (30px),67,1
80,143.5875,146.5,39,243,48.30882262848061,Mesatare (30px),68,1
80,139.65,137.0,28,230,52.0754500700666,Mesatare (30px),69,1
80,142.3,141.0,34,231,46.531817071762845,Mesatare (30px),70,1
80,131.9375,128.0,29,230,51.510276583901195,Mesatare (30px),71,1
80,131.8,127.5,28,207,38.147542515868565,Mesatare (30px),72,1
80,149.3375,151.0,1,241,50.59766391593588,Mesatare (30px),73,1
80,142.575,140.0,4,253,52.58107430435403,Mesatare (30px),74,1
80,143.8375,138.0,37,244,43.355346772341704,Mesatare (30px),75,1
80,148.25,148.5,60,242,43.85102621376152,Mesatare (30px),76,1
80,144.975,146.5,25,247,52.08910034738554,Mesatare (30px),77,1
80,133.2,133.5,55,233,41.48294830409237,Mesatare (30px),78,1
80,136.825,142.5,35,238,52.542786136633445,Mesatare (30px),79,1
