config,mean_of_means,std_of_means,mean_max,overall_std
Poligon - L-formë,132.15375,5.974557361688268,232.26666666666668,44.843148660366595
Poligon - drejtkëndësh (kontroll),143.90791666666667,4.534948678725947,234.03333333333333,47.95389163063161
Poligon - korridor i ngushtë,151.64916666666667,7.427599490777775,283.6333333333333,66.93783559463388
Poligon - trekëndësh i parregullt,104.23625,3.227694260159869,178.13333333333333,31.37864858585004
