count,mean,median,min,max,std,config,trial,num_exits
80,250.2625,278.0,27,471,105.63081270988121,2 dyer,1,2
80,256.4875,263.0,9,575,127.93719101086283,2 dyer,2,2
80,240.6125,217.0,1,489,135.94249645990027,2 dyer,3,2
80,263.6375,246.0,56,507,122.31498720005655,2 dyer,4,2
80,250.8125,231.5,9,435,120.3370364590636,2 dyer,5,2
80,284.475,262.5,24,556,130.56568988444093,2 dyer,6,2
80,239.9125,232.5,6,484,111.77065734686363,2 dyer,7,2
80,230.875,230.0,50,396,91.5837560651451,2 dyer,8,2
80,251.8875,234.0,43,446,111.96048340262737,2 dyer,9,2
80,255.0375,259.0,28,486,91.96812542261584,2 dyer,10,2
80,257.3625,255.5,3,559,121.14477328283708,2 dyer,11,2
80,231.5875,231.0,37,415,103.38939666982297,2 dyer,12,2
80,226.9625,241.0,19,427,87.40100739551004,2 dyer,13,2
80,242.55,219.0,1,526,121.47972052980695,2 dyer,14,2
80,251.875,260.5,47,540,112.71871794427047,2 dyer,15,2
80,252.4875,253.0,40,481,104.62791139915772,2 dyer,16,2
80,253.8,268.0,19,510,123.50621441854656,2 dyer,17,2
80,261.7375,237.5,20,483,118.84020192573725,2 dyer,18,2
80,252.7625,259.0,23,428,101.69626882904801,2 dyer,19,2
80,257.75,282.5,39,491,116.97729480544504,2 dyer,20,2
80,211.825,197.5,11,492,109.34678493215975,2 dyer,21,2
80,229.95,226.0,25,443,101.82937935586173,2 dyer,22,2
80,283.2375,282.5,30,578,133.56096395934702,2 dyer,23,2
80,253.825,245.0,47,515,113.31447116321904,2 dyer,24,2
80,266.4625,253.0,45,569,131.5012303887306,2 dyer,25,2
80,239.0875,253.0,29,438,92.08381966311997,2 dyer,26,2
80,226.3625,222.0,5,388,90.39513866215374,2 dyer,27,2
80,211.75,199.0,21,477,105.63930376521799,2 dyer,28,2
80,230.825,235.5,26,425,97.11472275098149,2 dyer,29,2
80,198.5625,208.5,10,353,78.27097861755658,3 dyer,0,3
80,214.9875,213.0,42,392,102.65445603455312,3 dyer,1,3
80,209.575,213.0,1,393,93.64838159306332,3 dyer,2,3
80,263.85,298.0,37,512,117.83538305619413,3 dyer,3,3
80,201.1125,189.0,34,471,106.13517251010619,3 dyer,4,3
80,243.475,266.0,34,456,95.89707698882171,3 dyer,5,3
80,230.3875,218.0,51,450,96.56429124552201,3 dyer,6,3
